"DatesR","P","T","E","Qls","Qmm"
1990-02-05,8,1.7,0.4,19600,4.704
1990-02-06,14.3,1.1,0.4,23100,5.544
1990-02-07,6.3,0.4,0.3,22500,5.4
1990-02-08,0,-1.1,0.2,20800,4.992
1990-02-09,5.9,-2.9,0.1,18500,4.44
1990-02-10,9.2,-3.7,0.1,16400,3.936
1990-02-11,6.1,-5.6,0,14800,3.552
1990-02-12,0.1,-4.4,0.1,11900,2.856
1990-02-13,0,-4.6,0.1,10000,2.4
1990-02-14,2.8,-4.4,0,8700,2.088
1990-02-15,10.6,-2.6,0.2,8300,1.992
1990-02-16,8.8,7.8,0.9,21300,5.112
1990-02-17,7.2,7.7,0.9,44700,10.728
1990-02-18,4.9,2.6,0.5,53500,12.84
1990-02-19,1.8,6.7,0.9,49000,11.76
1990-02-20,0,5.8,0.8,41100,9.864
1990-02-21,1.2,5.6,0.8,33600,8.064
1990-02-22,0,6.5,0.9,29100,6.984
1990-02-23,0.3,10.4,1.2,24800,5.952
1990-02-24,0,12.4,1.4,21900,5.256
1990-02-25,5.1,9.5,1.2,20800,4.992
1990-02-26,0.8,7.9,1,19600,4.704
1990-02-27,1.4,7,1,18000,4.32
1990-02-28,0,7.8,1,15900,3.816
1990-03-01,1.5,6.7,1,15300,3.672
1990-03-02,0,6.6,1,10000,2.4
1990-03-03,2.3,7.3,1.1,8700,2.088
1990-03-04,3.4,6.5,1,8300,1.992
1990-03-05,0,2.5,0.7,7900,1.896
1990-03-06,0,1.6,0.6,6350,1.524
1990-03-07,0,1,0.6,5950,1.428
1990-03-08,0,3,0.7,5950,1.428
1990-03-09,0,4.6,0.9,5150,1.236
1990-03-10,0,5.9,1,4090,0.9816
1990-03-11,0,7.7,1.2,3620,0.8688
1990-03-12,3.2,6,1.1,2770,0.6648
1990-03-13,0,3.9,0.9,3180,0.7632
1990-03-14,1.7,3.8,0.9,3180,0.7632
1990-03-15,0.2,6.4,1.1,3180,0.7632
1990-03-16,6.7,5.2,1,3620,0.8688
1990-03-17,6.3,1.6,0.7,3180,0.7632
1990-03-18,0.4,0.2,0.5,3180,0.7632
1990-03-19,25.2,1.9,0.7,3180,0.7632
1990-03-20,12.5,8.7,1.5,12800,3.072
1990-03-21,4.5,2.7,0.8,20200,4.848
1990-03-22,6.9,3.2,0.9,16900,4.056
1990-03-23,10.2,4.3,1,16900,4.056
1990-03-24,4.9,1.9,0.8,18000,4.32
1990-03-25,7.5,5.7,1.2,20200,4.848
1990-03-26,11.1,4.7,1.1,22500,5.4
1990-03-27,0,6.3,1.3,24800,5.952
1990-03-28,0,10.5,1.8,23600,5.664
1990-03-29,0.6,10.5,1.8,22500,5.4
1990-03-30,11,6.2,1.3,22500,5.4
1990-03-31,0,6.9,1.4,20200,4.848
1990-04-01,0.4,7.2,1.5,16900,4.056
1990-04-02,0,7.1,1.5,15300,3.672
1990-04-03,1,6.4,1.4,14800,3.552
1990-04-04,1.6,7.4,1.5,13800,3.312
1990-04-05,3.1,7.5,1.6,8300,1.992
1990-04-06,0,4.3,1.2,10000,2.4
1990-04-07,0,3.5,1.1,8300,1.992
1990-04-08,0,3.5,1.1,7150,1.716
1990-04-09,0,4.5,1.3,5950,1.428
1990-04-10,2.4,5,1.3,5950,1.428
1990-04-11,2.1,1.9,0.9,5150,1.236
1990-04-12,0.8,1.8,0.9,5150,1.236
1990-04-13,8.4,3,1,4880,1.1712
1990-04-14,16.1,1.3,0.8,6750,1.62
1990-04-15,2.9,0.2,0.7,7900,1.896
1990-04-16,0,1.8,0.9,6750,1.62
1990-04-17,0.4,1.5,0.9,6750,1.62
1990-04-18,12.2,3.7,1.2,8300,1.992
1990-04-19,8.8,7.4,1.7,12800,3.072
1990-04-20,6.3,7.6,1.8,16400,3.936
1990-04-21,2.5,5.8,1.5,22500,5.4
1990-04-22,0,6,1.6,21300,5.112
1990-04-23,0,8.1,1.9,19100,4.584
1990-04-24,1.7,8.1,1.9,16900,4.056
1990-04-25,2.5,8.6,2,15300,3.672
1990-04-26,9.9,8.7,2,14800,3.552
1990-04-27,7.5,6.6,1.7,20200,4.848
1990-04-28,0.3,8.8,2.1,19600,4.704
1990-04-29,6.3,9.6,2.2,18000,4.32
1990-04-30,4.6,9.2,2.1,19100,4.584
1990-05-01,1.1,7.8,1.9,16900,4.056
1990-05-02,0,8,2,14300,3.432
1990-05-03,0,10.6,2.4,10900,2.616
1990-05-04,0,13.8,2.9,10500,2.52
1990-05-05,0.4,12.1,2.6,9550,2.292
1990-05-06,9.1,7.7,2,8700,2.088
1990-05-07,0,7,1.8,10000,2.4
1990-05-08,13.4,10,2.4,7150,1.716
1990-05-09,4,9.1,2.2,10500,2.52
1990-05-10,0,11.3,2.6,11900,2.856
1990-05-11,0,6.6,1.8,10000,2.4
1990-05-12,8.6,7.4,2,9550,2.292
1990-05-13,5.3,5.9,1.7,10500,2.52
1990-05-14,2.5,7.6,2,11400,2.736
1990-05-15,1.8,9.2,2.3,10900,2.616
1990-05-16,0,11.8,2.7,10500,2.52
1990-05-17,2.4,13.8,3.1,9100,2.184
1990-05-18,13.3,12.1,2.8,10000,2.4
1990-05-19,5.8,10.8,2.6,13300,3.192
1990-05-20,4.3,11.7,2.8,13300,3.192
1990-05-21,20,11.1,2.7,11900,2.856
1990-05-22,9.8,7.3,2,23600,5.664
1990-05-23,2.1,8,2.2,28500,6.84
1990-05-24,1.6,10.3,2.6,26000,6.24
1990-05-25,3.7,8,2.2,23100,5.544
1990-05-26,0.2,10.4,2.6,20800,4.992
1990-05-27,0,14,3.2,16900,4.056
1990-05-28,0,14.2,3.2,14300,3.432
1990-05-29,0.1,14.9,3.4,11900,2.856
1990-05-30,0.7,15.6,3.5,10500,2.52
1990-05-31,2.2,16.3,3.6,9100,2.184
1990-06-01,0,17.2,3.8,7900,1.896
1990-06-02,1.1,18.4,4,4610,1.1064
1990-06-03,1.5,17.6,3.9,4090,0.9816
1990-06-04,0,18,3.9,3620,0.8688
1990-06-05,0,19.4,4.2,3850,0.924
1990-06-06,1.1,17.6,3.9,4880,1.1712
1990-06-07,16.5,16.8,3.8,5150,1.236
1990-06-08,0,17.8,3.9,4350,1.044
1990-06-09,0.4,19,4.2,2590,0.6216
1990-06-10,0,16.4,3.7,2970,0.7128
1990-06-11,0,12.5,3,2070,0.4968
1990-06-12,0,13,3.1,1910,0.4584
1990-06-13,0,12.2,3,1910,0.4584
1990-06-14,0.3,13.6,3.2,1910,0.4584
1990-06-15,2.1,13.1,3.2,1760,0.4224
1990-06-16,4.1,9.8,2.6,1760,0.4224
1990-06-17,0,10,2.6,2070,0.4968
1990-06-18,4.7,12.1,3,1760,0.4224
1990-06-19,0.5,12.8,3.1,2070,0.4968
1990-06-20,1.8,14.5,3.4,1490,0.3576
1990-06-21,0,14.2,3.4,1360,0.3264
1990-06-22,2.3,14.1,3.3,1250,0.3
1990-06-23,8.9,12.4,3,1250,0.3
1990-06-24,3.9,10.2,2.7,1620,0.3888
1990-06-25,2.3,9.7,2.6,1620,0.3888
1990-06-26,3.2,10.4,2.7,1620,0.3888
1990-06-27,2,9.3,2.5,1620,0.3888
1990-06-28,0,11,2.8,1760,0.4224
1990-06-29,0,14.4,3.4,1620,0.3888
1990-06-30,6.5,15.8,3.6,1490,0.3576
1990-07-01,0,14,3.3,1250,0.3
1990-07-02,0.6,14.2,3.3,1250,0.3
1990-07-03,3.4,16.9,3.8,1250,0.3
1990-07-04,3,12.1,2.9,1360,0.3264
1990-07-05,9.6,11.5,2.9,1360,0.3264
1990-07-06,4.7,11.1,2.8,1620,0.3888
1990-07-07,0.1,10.1,2.6,2230,0.5352
1990-07-08,0,13.5,3.2,1760,0.4224
1990-07-09,0.1,14.9,3.4,1620,0.3888
1990-07-10,0,17.5,3.8,1490,0.3576
1990-07-11,4.9,16.7,3.7,1360,0.3264
1990-07-12,0,17.9,3.9,1360,0.3264
1990-07-13,0,20.1,4.3,1360,0.3264
1990-07-14,0,20.5,4.3,1250,0.3
1990-07-15,0,18.2,3.9,1130,0.2712
1990-07-16,0,18.1,3.9,1130,0.2712
1990-07-17,0,21.5,4.5,1030,0.2472
1990-07-18,9,16.4,3.6,930,0.2232
1990-07-19,0,12.9,3,930,0.2232
1990-07-20,0,13.5,3.1,1030,0.2472
1990-07-21,0,13.8,3.1,1030,0.2472
1990-07-22,0,15,3.3,930,0.2232
1990-07-23,0,17.7,3.8,930,0.2232
1990-07-24,0,19.2,4,835,0.2004
1990-07-25,0,20.2,4.1,835,0.2004
1990-07-26,13.7,16.4,3.5,835,0.2004
1990-07-27,0,19.2,3.9,1030,0.2472
1990-07-28,0,22.2,4.4,930,0.2232
1990-07-29,0,24.1,4.7,750,0.18
1990-07-30,9.3,21.3,4.2,835,0.2004
1990-07-31,10.9,14,3,835,0.2004
1990-08-01,0,15.2,3.2,1130,0.2712
1990-08-02,0.7,17.7,3.6,835,0.2004
1990-08-03,0.2,17.7,3.6,835,0.2004
1990-08-04,0,17.1,3.5,750,0.18
1990-08-05,0,17.1,3.5,670,0.1608
1990-08-06,12.9,18.8,3.7,670,0.1608
1990-08-07,23.1,11.2,2.5,1130,0.2712
1990-08-08,1.6,12.7,2.7,2970,0.7128
1990-08-09,1.5,12.8,2.7,1490,0.3576
1990-08-10,1,12.4,2.7,1250,0.3
1990-08-11,0,12.9,2.7,1130,0.2712
1990-08-12,0,15.1,3,930,0.2232
1990-08-13,0,15.6,3.1,835,0.2004
1990-08-14,0,16.3,3.2,835,0.2004
1990-08-15,1.3,17.3,3.3,750,0.18
1990-08-16,1.4,15.9,3.1,750,0.18
1990-08-17,0,14.3,2.8,750,0.18
1990-08-18,0,15.2,2.9,670,0.1608
1990-08-19,0,18.9,3.5,595,0.1428
1990-08-20,0,20.2,3.6,595,0.1428
1990-08-21,0,19.5,3.5,595,0.1428
1990-08-22,2.3,20.5,3.6,595,0.1428
1990-08-23,0.7,19.5,3.4,595,0.1428
1990-08-24,0,17.5,3.1,595,0.1428
1990-08-25,0,17.2,3.1,525,0.126
1990-08-26,0,14.4,2.7,525,0.126
1990-08-27,0,12.1,2.3,525,0.126
1990-08-28,0,12.2,2.3,525,0.126
1990-08-29,0,13.8,2.5,525,0.126
1990-08-30,1.9,12.3,2.3,595,0.1428
1990-08-31,0,10.2,2,461,0.11064
1990-09-01,0,11,2.1,930,0.2232
1990-09-02,0,11.5,2.2,461,0.11064
1990-09-03,0,12.9,2.3,525,0.126
1990-09-04,0.2,15.8,2.7,595,0.1428
1990-09-05,4.7,16,2.7,461,0.11064
1990-09-06,8,14.3,2.4,595,0.1428
1990-09-07,17.6,14.6,2.4,930,0.2232
1990-09-08,2.4,16.5,2.7,1360,0.3264
1990-09-09,1.3,18,2.8,930,0.2232
1990-09-10,0,16.9,2.7,930,0.2232
1990-09-11,1.9,16.5,2.6,930,0.2232
1990-09-12,0,11.6,2,670,0.1608
1990-09-13,0,11.4,1.9,670,0.1608
1990-09-14,0,15.5,2.4,595,0.1428
1990-09-15,0,11.9,2,595,0.1428
1990-09-16,0,13.5,2.1,525,0.126
1990-09-17,0,15.7,2.3,461,0.11064
1990-09-18,0,13.8,2.1,461,0.11064
1990-09-19,0,10.7,1.7,461,0.11064
1990-09-20,0,8.8,1.5,461,0.11064
1990-09-21,0,7.9,1.4,461,0.11064
1990-09-22,0,10.7,1.7,461,0.11064
1990-09-23,0,12.3,1.8,461,0.11064
1990-09-24,0,14.2,2,461,0.11064
1990-09-25,0,16.8,2.2,461,0.11064
1990-09-26,0,14.3,2,461,0.11064
1990-09-27,2.1,10.3,1.5,461,0.11064
1990-09-28,0,10.4,1.5,461,0.11064
1990-09-29,1.2,11.7,1.6,525,0.126
1990-09-30,0.9,8.6,1.3,525,0.126
1990-10-01,0.8,5.9,1.1,525,0.126
1990-10-02,0,6.2,1.1,595,0.1428
1990-10-03,4.3,6.8,1.1,595,0.1428
1990-10-04,0,6.7,1.1,595,0.1428
1990-10-05,0,6.5,1.1,670,0.1608
1990-10-06,0,8.3,1.2,670,0.1608
1990-10-07,0,11.5,1.5,595,0.1428
1990-10-08,0,14.2,1.7,595,0.1428
1990-10-09,0,14.9,1.7,525,0.126
1990-10-10,0,17.8,1.9,525,0.126
1990-10-11,0,15.2,1.7,403,0.09672
1990-10-12,0,13.1,1.5,300,0.072
1990-10-13,0,13.3,1.5,461,0.11064
1990-10-14,0,13.8,1.5,461,0.11064
1990-10-15,2.9,12.8,1.4,461,0.11064
1990-10-16,0.7,10.8,1.2,595,0.1428
1990-10-17,21.5,6.8,0.9,670,0.1608
1990-10-18,1.9,5.2,0.8,1130,0.2712
1990-10-19,0,4.6,0.7,930,0.2232
1990-10-20,0.8,3,0.6,750,0.18
1990-10-21,0.8,6,0.8,750,0.18
1990-10-22,0.6,6.1,0.8,670,0.1608
1990-10-23,0,9,1,670,0.1608
1990-10-24,0,7.7,0.9,595,0.1428
1990-10-25,0.1,7.7,0.9,595,0.1428
1990-10-26,2.4,8.9,1,525,0.126
1990-10-27,0,8.1,0.9,595,0.1428
1990-10-28,0,3.8,0.6,595,0.1428
1990-10-29,0,4.9,0.7,595,0.1428
1990-10-30,0,5.7,0.7,595,0.1428
1990-10-31,0,7.3,0.8,595,0.1428
1990-11-01,0,6.4,0.7,595,0.1428
1990-11-02,0,5.2,0.6,595,0.1428
1990-11-03,0,4.5,0.6,595,0.1428
1990-11-04,0,8.3,0.8,595,0.1428
1990-11-05,0,6.1,0.7,595,0.1428
1990-11-06,0,4.9,0.6,595,0.1428
1990-11-07,0,5.8,0.6,595,0.1428
1990-11-08,0,6.5,0.7,595,0.1428
1990-11-09,0,5.1,0.6,595,0.1428
1990-11-10,0,6.3,0.6,670,0.1608
1990-11-11,0,6.6,0.6,670,0.1608
1990-11-12,0,8.6,0.8,670,0.1608
1990-11-13,1.1,9,0.8,670,0.1608
1990-11-14,0,7.2,0.7,670,0.1608
1990-11-15,0,7.9,0.7,835,0.2004
1990-11-16,1.3,5.6,0.6,750,0.18
1990-11-17,0,1.1,0.3,670,0.1608
1990-11-18,0,2.4,0.4,670,0.1608
1990-11-19,0,5.2,0.5,670,0.1608
1990-11-20,1.3,7,0.6,670,0.1608
1990-11-21,0.2,4.8,0.5,670,0.1608
1990-11-22,0,0.9,0.3,750,0.18
1990-11-23,0.5,-0.1,0.2,750,0.18
1990-11-24,0,1.6,0.3,750,0.18
1990-11-25,4.1,2.9,0.4,525,0.126
1990-11-26,1.1,-1.1,0.2,670,0.1608
1990-11-27,3.4,-2.7,0.1,750,0.18
1990-11-28,1.6,-2.8,0.1,750,0.18
1990-11-29,0,-3.1,0.1,670,0.1608
1990-11-30,0,-4.2,0,670,0.1608
1990-12-01,0,-5.3,0,670,0.1608
1990-12-02,0,-3.8,0.1,670,0.1608
1990-12-03,1.6,3.7,0.4,595,0.1428
1990-12-04,9,4.7,0.4,670,0.1608
1990-12-05,0.6,2.9,0.3,1250,0.3
1990-12-06,0,0.9,0.2,1030,0.2472
1990-12-07,0.8,5.9,0.5,835,0.2004
1990-12-08,6.2,11.2,0.7,750,0.18
1990-12-09,0,7,0.5,835,0.2004
1990-12-10,0,9.9,0.6,750,0.18
1990-12-11,4.8,11.9,0.7,750,0.18
1990-12-12,7.1,9.7,0.6,835,0.2004
1990-12-13,11.2,6.6,0.5,930,0.2232
1990-12-14,6.2,4.5,0.4,1360,0.3264
1990-12-15,3.6,6.1,0.5,1490,0.3576
1990-12-16,7.1,3.4,0.3,1490,0.3576
1990-12-17,2.7,2.7,0.3,2070,0.4968
1990-12-18,0.1,-1.9,0.1,1910,0.4584
1990-12-19,0.4,-2.4,0.1,1360,0.3264
1990-12-20,1,-0.6,0.2,1250,0.3
1990-12-21,2.7,2.3,0.3,1130,0.2712
1990-12-22,0,-0.4,0.2,1130,0.2712
1990-12-23,3,1.4,0.3,1030,0.2472
1990-12-24,2.7,7.6,0.5,1130,0.2712
1990-12-25,0.1,7,0.5,1130,0.2712
1990-12-26,0,5.9,0.4,930,0.2232
1990-12-27,1.1,10.5,0.6,1030,0.2472
1990-12-28,3.1,9.8,0.6,930,0.2232
1990-12-29,6.4,9.3,0.6,1130,0.2712
1990-12-30,15.8,8,0.5,1360,0.3264
1990-12-31,3.7,7.3,0.5,4610,1.1064
1991-01-01,0.3,-7,0,4490,1.0776
1991-01-02,2.1,-6.4,0,3540,0.8496
1991-01-03,3.1,-5,0,3320,0.7968
1991-01-04,3.1,-1.7,0.1,3110,0.7464
1991-01-05,0,-0.2,0.2,3320,0.7968
1991-01-06,0,-1.8,0.1,2900,0.696
1991-01-07,0.2,-3.3,0.1,2700,0.648
1991-01-08,7.1,1,0.3,2700,0.648
1991-01-09,3.4,2.3,0.3,3110,0.7464
1991-01-10,9.8,0.5,0.3,3540,0.8496
1991-01-11,4.4,0.7,0.3,5000,1.2
1991-01-12,6.4,-1.7,0.2,5300,1.272
1991-01-13,0,-4.8,0,3540,0.8496
1991-01-14,0,-8.4,0,2900,0.696
1991-01-15,0,-7.7,0,2300,0.552
1991-01-16,0,-11.4,0,2900,0.696
1991-01-17,0,-8.6,0,3100,0.744
1991-01-18,0,-2,0.1,3200,0.768
1991-01-19,3.8,4,0.4,2900,0.696
1991-01-20,0.1,4.4,0.5,2900,0.696
1991-01-21,1,0.9,0.3,2320,0.5568
1991-01-22,4.3,3.2,0.4,2700,0.648
1991-01-23,0.3,6.4,0.6,4750,1.14
1991-01-24,0.1,-0.4,0.2,6100,1.464
1991-01-25,0,-3.7,0.1,4010,0.9624
1991-01-26,7.7,0.3,0.3,4010,0.9624
1991-01-27,14.3,2.2,0.4,5550,1.332
1991-01-28,0.5,-0.7,0.2,8000,1.92
1991-01-29,2.4,1.4,0.4,7350,1.764
1991-01-30,2.7,2.2,0.4,7000,1.68
1991-01-31,0,-0.6,0.2,5850,1.404
1991-02-01,2.8,1.4,0.4,5550,1.332
1991-02-02,3.4,8.6,0.8,6100,1.464
1991-02-03,0.2,5.6,0.6,7650,1.836
1991-02-04,16.6,6.8,0.7,5300,1.272
1991-02-05,15.3,7.8,0.8,11600,2.784
1991-02-06,4.9,6.9,0.7,20200,4.848
1991-02-07,1.3,8.3,0.8,19200,4.608
1991-02-08,2.2,7.7,0.8,18200,4.368
1991-02-09,8.3,10.7,1,17700,4.248
1991-02-10,1.4,8.7,0.9,18200,4.368
1991-02-11,8.9,8,0.9,16700,4.008
1991-02-12,2.6,7.8,0.8,16300,3.912
1991-02-13,0.9,6,0.7,14500,3.48
1991-02-14,1,5.2,0.7,13200,3.168
1991-02-15,7.2,-3,0.1,11200,2.688
1991-02-16,1.9,-5.2,0,10800,2.592
1991-02-17,8.5,-4.1,0.1,9350,2.244
1991-02-18,3.7,-2.7,0.2,8000,1.92
1991-02-19,0.8,-2.5,0.2,7350,1.764
1991-02-20,0.3,-2,0.2,6700,1.608
1991-02-21,0,-0.9,0.3,7650,1.836
1991-02-22,2.4,-0.6,0.3,7350,1.764
1991-02-23,0.5,-0.2,0.4,8300,1.992
1991-02-24,0,-0.9,0.3,7350,1.764
1991-02-25,0,-2.4,0.2,6700,1.608
1991-02-26,0,-3,0.2,6700,1.608
1991-02-27,0,-2.8,0.2,5850,1.404
1991-02-28,1.8,0.7,0.5,5850,1.404
1991-03-01,0,0.6,0.5,5550,1.332
1991-03-02,1.2,1.2,0.5,5550,1.332
1991-03-03,0.2,5.5,0.9,6100,1.464
1991-03-04,2.8,7.2,1.1,7000,1.68
1991-03-05,0.4,6.1,1,8650,2.076
1991-03-06,1.6,7.5,1.1,7350,1.764
1991-03-07,0,5.4,1,7350,1.764
1991-03-08,0,2.9,0.7,7650,1.836
1991-03-09,5.9,5.3,0.9,7350,1.764
1991-03-10,14.4,6,1.1,7350,1.764
1991-03-11,9.6,9.5,1.4,11600,2.784
1991-03-12,0.5,10,1.4,20200,4.848
1991-03-13,0,7.1,1.2,20700,4.968
1991-03-14,6.8,7.1,1.2,19200,4.608
1991-03-15,0.5,6.5,1.2,19200,4.608
1991-03-16,2,2.3,0.7,16300,3.912
1991-03-17,0.2,5.7,1.1,14100,3.384
1991-03-18,0.8,4.7,1,11600,2.784
1991-03-19,3.8,4.1,1,10400,2.496
1991-03-20,3,4.4,1,9700,2.328
1991-03-21,1.4,5.3,1.1,9350,2.244
1991-03-22,4.1,6,1.2,8650,2.076
1991-03-23,1.9,6.6,1.3,7650,1.836
1991-03-24,1.2,9,1.6,7000,1.68
1991-03-25,4.8,10.6,1.7,6400,1.536
1991-03-26,3,7.6,1.4,7650,1.836
1991-03-27,7,5.9,1.2,7000,1.68
1991-03-28,2.2,3.4,1,7350,1.764
1991-03-29,5.8,1.9,0.8,7650,1.836
1991-03-30,4,2.2,0.8,7650,1.836
1991-03-31,1,1.9,0.8,7650,1.836
1991-04-01,1.5,3.9,1.1,8000,1.92
1991-04-02,5.9,6.3,1.4,8300,1.992
1991-04-03,2.7,3.9,1.1,9700,2.328
1991-04-04,8.7,3.2,1,10100,2.424
1991-04-05,3,1.6,0.8,11600,2.784
1991-04-06,1.3,0.5,0.7,12400,2.976
1991-04-07,0,1.9,0.9,12000,2.88
1991-04-08,0,6.5,1.5,10400,2.496
1991-04-09,0,10.2,2,10100,2.424
1991-04-10,1.9,10.8,2.1,9000,2.16
1991-04-11,1.8,7.5,1.6,9000,2.16
1991-04-12,0,8.9,1.8,8650,2.076
1991-04-13,0,10.3,2,7650,1.836
1991-04-14,0.2,10.2,2.1,6100,1.464
1991-04-15,0.1,11.1,2.2,6400,1.536
1991-04-16,0,10,2.1,5850,1.404
1991-04-17,0.6,4,1.2,5850,1.404
1991-04-18,1.3,3.6,1.2,5550,1.332
1991-04-19,0,3.6,1.2,5000,1.2
1991-04-20,0.7,5.7,1.5,4490,1.0776
1991-04-21,1,5.6,1.5,3770,0.9048
1991-04-22,5.9,8.4,1.9,3770,0.9048
1991-04-23,15.7,9.8,2.1,4750,1.14
1991-04-24,5,7.3,1.8,7000,1.68
1991-04-25,5.6,4.9,1.4,5300,1.272
1991-04-26,5.8,3.3,1.2,6100,1.464
1991-04-27,2.9,3.5,1.2,6100,1.464
1991-04-28,2.8,4.1,1.3,6100,1.464
1991-04-29,0,5,1.5,6700,1.608
1991-04-30,7.5,7.3,1.8,6100,1.464
1991-05-01,7.9,7.6,1.9,7000,1.68
1991-05-02,6.6,4.6,1.5,9350,2.244
1991-05-03,3.8,3.9,1.4,9700,2.328
1991-05-04,5.9,3.1,1.2,10100,2.424
1991-05-05,0.6,3.8,1.4,10800,2.592
1991-05-06,0,5.5,1.6,11200,2.688
1991-05-07,0,5.9,1.7,10400,2.496
1991-05-08,0,11,2.5,8300,1.992
1991-05-09,5.3,10.4,2.4,7350,1.764
1991-05-10,0,10.2,2.4,6700,1.608
1991-05-11,0,12.2,2.7,6700,1.608
1991-05-12,0,12.3,2.8,6400,1.536
1991-05-13,0,13.8,3,5300,1.272
1991-05-14,0,14.1,3.1,5300,1.272
1991-05-15,0,17.7,3.7,4750,1.14
1991-05-16,1.3,18.8,3.9,4490,1.0776
1991-05-17,19.5,12.2,2.8,4490,1.0776
1991-05-18,3.9,6.8,1.9,7000,1.68
1991-05-19,3.3,11.2,2.7,6700,1.608
1991-05-20,1.1,10.5,2.6,5300,1.272
1991-05-21,14.8,12.8,3,5000,1.2
1991-05-22,3.9,13.1,3,5550,1.332
1991-05-23,42.3,12.6,2.9,7350,1.764
1991-05-24,0.8,8.5,2.3,30300,7.272
1991-05-25,1.3,11.2,2.7,25000,6
1991-05-26,19.2,14,3.2,21200,5.088
1991-05-27,2.3,9.5,2.4,24500,5.88
1991-05-28,0,17.7,3.8,20700,4.968
1991-05-29,0,18.9,4,17200,4.128
1991-05-30,0.1,19.6,4.2,12400,2.976
1991-05-31,15,17.3,3.8,9700,2.328
1991-06-01,2.1,16.7,3.7,18700,4.488
1991-06-02,7,16.9,3.8,12000,2.88
1991-06-03,1,18.7,4.1,10100,2.424
1991-06-04,9.7,18.3,4,8300,1.992
1991-06-05,1.1,15.1,3.5,10400,2.496
1991-06-06,1.5,14.3,3.3,9000,2.16
1991-06-07,0,13.1,3.1,7350,1.764
1991-06-08,0,13,3.1,7000,1.68
1991-06-09,0,18,4,5850,1.404
1991-06-10,5.3,19,4.2,5000,1.2
1991-06-11,2.4,18,4,5000,1.2
1991-06-12,8.1,16.5,3.8,5300,1.272
1991-06-13,1.3,14.2,3.3,5850,1.404
1991-06-14,5.8,12.7,3.1,3770,0.9048
1991-06-15,20.2,10.1,2.6,6100,1.464
1991-06-16,13.2,7.6,2.2,9700,2.328
1991-06-17,0,11.7,2.9,14500,3.48
1991-06-18,0,13.9,3.3,10800,2.592
1991-06-19,0,14.3,3.4,8300,1.992
1991-06-20,0,15.7,3.6,8000,1.92
1991-06-21,3.3,17.9,4,7000,1.68
1991-06-22,4.7,16.4,3.7,6400,1.536
1991-06-23,0.2,18.3,4.1,5850,1.404
1991-06-24,0.3,14.5,3.4,5000,1.2
1991-06-25,0,15.4,3.5,4750,1.14
1991-06-26,0,18.6,4.1,4490,1.0776
1991-06-27,14.3,15.9,3.7,4250,1.02
1991-06-28,0,17.7,3.9,5000,1.2
1991-06-29,0,17.5,3.9,4010,0.9624
1991-06-30,0,14.9,3.4,3110,0.7464
1991-07-01,0,11.7,2.9,2700,0.648
1991-07-02,0,11.6,2.9,2510,0.6024
1991-07-03,0,11.9,2.9,2320,0.5568
1991-07-04,0,13.2,3.1,2140,0.5136
1991-07-05,0,15.9,3.6,1970,0.4728
1991-07-06,0,17,3.8,1970,0.4728
1991-07-07,0,17.7,3.9,1640,0.3936
1991-07-08,0,16.9,3.8,1490,0.3576
1991-07-09,0,18.8,4.1,1490,0.3576
1991-07-10,0,19.8,4.2,1340,0.3216
1991-07-11,0.1,20.4,4.3,1210,0.2904
1991-07-12,8.6,17.7,3.9,1340,0.3216
1991-07-13,9.5,15.7,3.5,1640,0.3936
1991-07-14,0,16.3,3.6,1800,0.432
1991-07-15,0,16.7,3.7,1490,0.3576
1991-07-16,0,16.4,3.6,1490,0.3576
1991-07-17,0,17.1,3.7,1340,0.3216
1991-07-18,0,20.5,4.3,1210,0.2904
1991-07-19,13.7,19.6,4.1,1070,0.2568
1991-07-20,0.1,18,3.9,1340,0.3216
1991-07-21,0,15.9,3.5,1210,0.2904
1991-07-22,0,14.5,3.2,1070,0.2568
1991-07-23,0,13.8,3.1,1070,0.2568
1991-07-24,0,15.6,3.4,835,0.2004
1991-07-25,0,17.3,3.7,725,0.174
1991-07-26,0,20,4.1,725,0.174
1991-07-27,0,22.1,4.4,725,0.174
1991-07-28,0,21.8,4.3,725,0.174
1991-07-29,0,23.1,4.5,725,0.174
1991-07-30,0.2,21.9,4.3,620,0.1488
1991-07-31,0,20.4,4.1,620,0.1488
1991-08-01,0,20.2,4,530,0.1272
1991-08-02,0.6,20,4,530,0.1272
1991-08-03,1.8,16,3.3,530,0.1272
1991-08-04,0,17.2,3.5,530,0.1272
1991-08-05,0,20.5,4,440,0.1056
1991-08-06,0,21.3,4.1,440,0.1056
1991-08-07,0.3,19.4,3.8,440,0.1056
1991-08-08,2.6,15.8,3.2,440,0.1056
1991-08-09,2.8,14.5,3,440,0.1056
1991-08-10,0.3,14.2,2.9,440,0.1056
1991-08-11,8,15.1,3.1,620,0.1488
1991-08-12,0,16.8,3.3,725,0.174
1991-08-13,0,17.7,3.4,835,0.2004
1991-08-14,6.8,22.3,4.1,725,0.174
1991-08-15,66.8,12.8,2.6,835,0.2004
1991-08-16,1.6,12.2,2.5,12400,2.976
1991-08-17,12.8,13,2.6,4360,1.0464
1991-08-18,9.8,11.4,2.4,3270,0.7848
1991-08-19,1.8,12.3,2.5,4590,1.1016
1991-08-20,0.8,13.5,2.6,4840,1.1616
